Vote Year;Council District;Category;Project Number;Title;Description;Address;Votes;Winner;Cost;BP Funding;Borough Code;Latitude;Longitude;Postcode;Community Board;Census Tract;BIN;BBL;NTA
2014;31;Youth;;Weight Room Upgrade at the Far Rockaway Educational Campus;An upgrade to the weight room, including new paint, electrical wiring as needed and new fitness equipment, so that the space can be better utilized by students and athletic programs.;Beach 25th street;;0;150,000;;4;;;; ;;;;
2014;31;Youth;;Community Center Playground at Redfern Community Center;Replacing the current playground structure, which is unsafe, with a new structure that children can actually use.;Redfern Houses 1544 Hassock Street, Far Rockaway NY 11691;;1;150,000;;4;;;; ;;;;
2014;31;Public Schools;;Library Technology Upgrade for Far Rockaway Educational Campus;Technology upgrade for the library, shared by all four schools in the building, including new laptop carts, printers, and smart boards to enhance the learning experience for students and expand their access to technology.;Beach 25th street;;1;150,000;;4;;;; ;;;;
2014;31;Public Schools;;PS/MS 43 Computer Lab;31 Desktop Computers (IMac), Wired Internet, Rewiring of Room 405, Circular tables, Matching computer chairs, Three Smart Boards, Floor coverings, Ethernet cables, Headphones.;150 Beach 29th Street;;1;150,000;;4;40.593771;-73.76173;11691;14;99,802;4467711;4158200001;Far Rockaway-Bayswater                                                     
2014;31;Public Schools;;PS 43 A Band Plays In Far Rockaway;Improvements to band facilities and instruments for a marching band in Far Rockaway.;150 Beach 29th street;;0;40,000;;4;40.593771;-73.76173;11691;14;99,802;4467711;4158200001;Far Rockaway-Bayswater                                                     
2014;31;Public Safety;;Argus Cameras;The Argus Cameras will increase safety for the residents on the peninsula. This specific kind of camera has served as a resource to law enforcement and a deterrent to potential perpetrators.;Beach 25th & Rockaway Freeway;;0;150,000;;4;;;; ;;;;
2014;32;Cultural and Community Facilities;;Upgrades at 102 Precinct;Repair flooding issues and repave parking lot at 102nd Precinct;;;0;450,000;;4;;;; ;;;;
2014;32;Cultural and Community Facilities;;Upgrades at Richmond Hill Library;Money to go to full interior renovation of Richmond Hill Library;;;1;100,000;;4;;;; ;;;;
2014;32;Public Schools;;Technology Upgrades at PS 273, PS60, PS64 and New Fencing at JHS 210;New decorative fencing around school yard at JHS 210, technology upgrades at PS 273 and PS60 and A/V upgrades in auditorium of PS64.;;;1;376,000;;4;;;; ;;;;
2014;32;Parks and Recreation;;New Signage for Hiking Trails in Forest Park;Installation of new signage at the three hiking trails in Forest Park.;;;0;50,000;;4;;;; ;;;;
2014;32;Parks and Recreation;;New Fencing and Signage for Forest Park Dog Park;Replacement of fencing and new signage at the dog park in Forest Park.;;;0;100,000;;4;;;; ;;;;
2014;32;Parks and Recreation;;Renovation of Giovanelli Playground;This allocation would go towards fully funding a complete renovation of Giovanelli Playground. (Borough President has allocated $1 million towards this project. Total project cost is $1.3 million);;;0;300,000;;4;;;; ;;;;
2014;32;Parks and Recreation;;Repave Pathways in Forest Park;Repave pathways in Forest Park adjacent to the Schaffer Memorial.;;;1;150,000;;4;;;; ;;;;
2014;32;Transportation;;Paving along Woodhaven Boulevard;Money to be allocated for milling and paving of 2 miles of road along Woodhaven Boulevard.;;;1;300,000;;4;;;; ;;;;
2014;32;Transportation;;Installation of Real Time Bus Countdown Clocks;Installation of real time bus countdown clocks at 4 bus stops in Community Board 9.;;;1;80,000;;4;;;; ;;;;
2014;33;Culture and Community Facilities;;Opportunities for a Better Tomorrow - Computer Lab;Upgrade the OBT digital media computer lab to enhance an innovative job-training program for disadvantaged youth and adults.;25 Thornton Street;;0;80,249;;3;40.701018;-73.943699;11206;1;507;3061498;3022750021;Bedford                                                                    
2014;33;Culture and Community Facilities;;BOOKlyn SHUTTLE - book bus and education center;Purchase and retrofit bus designed by Pratt Institute to inspire, stimulate and improve the literacy of North Brooklyn's youth.;Mobile;;1;198,000;;3;;;; ;;;;
2014;33;Parks and Environment;;NYCHA Playground Repairs;Help fund repairs and renovations at four playgrounds around the district. Improve safety and outdoor play for neighborhood kids.;District Wide;;1;400,000;;3;;;; ;;;;
2014;33;Parks and Environment;;Give Our Parks a Drink II;Repairs to water fountains and other water infrastructure at Roberto Clemente Ballfield;Roberto Clemente Ballfield;;0;500,000;;3;;;; ;;;;
2014;33;Parks and Environment;;Give Our Parks a Drink I;Repairs to water fountains and other water infrastructure at the WWII Memorial in Cadman Plaza.;WWII Memorial, Cadman Plaza;;0;500,000;;3;;;; ;;;;
2014;33;Parks and Environment;;Thomas Greene Park Playground Improvement;Installing fencing to protect and preserve children's play equipment and sprinkler areas in a heavily used park.;Thomas Greene Park 3rd Avenue, between Douglas and Degraw;;0;50,000;;3;;;; ;;;;
2014;33;Parks and Environment;;McGolrick Park Playground Reconstruction;A full reconstruction of the dilapidated and heavily used playground in McGolrick Park.;Monsignor McGolrick Park;;1;450,000;;3;;;; ;;;;
2014;33;Streets, Sidewalks, and Transportation;;Greenway Sidewalk Reconstruction;Sidewalk repair btw. Kent and Flushing Ave to improve conditions and create access for wheelchair users and others to new green space.;Williamsburg Street West;;0;259,000;;3;;;; ;;;;
2014;33;Housing;;Independence Community Plaza Reopening;Closed over three years ago, this shared public space has fallen into disrepair. Help restore the space for young and old to use.;130 Clymer- Independence Towers;;0;150,000;;3;;;; ;;;;
2014;33;Housing;;Renovations to Re-Open the Gowanus Community Center;Help reopen vital community center that has been closed for years (was relief center for Sandy) and is needed by kids and adults.;420 Baltic St.- Gowanus Houses;;1;325,000;;3;;;; ;;;;
2014;38;Streets, Safety and Transportation;;Electronic äóìBus Locationäó Signs at B61 Stops;Install electronic signs along the B61 bus at busy stops that tell riders the location and arrival time of their bus;Along B61 Route;;0;200,000;;3;;;; ;;;;
2014;33;Public Schools;;PS 16 Needs new SMARTboards;PS 16 is asking for one new SMART board in each of ten classrooms, which will help to support the teachers and enhance instruction.;157 Wilson St;;0;70,000;;3;40.706023;-73.961476;11211;1;535;3059906;3021770001;Williamsburg                                                               
2014;33;Public Schools;;PS 38 New Playground Fence;Safety issues require replacement of vandalized fence with new iron fencing around perimeter of playground.;450 Pacific St;;0;115,000;;3;40.685264;-73.982639;11217;2;39;3001183;3001910001;DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
2014;33;Public Schools;;P.S. 261 Bathroom Renovations;"Replace flushers, faucets, and soap dispensers throughout school; complete cosmetic redo of main floor girls and boys bathrooms.";314 Pacific Street;;1;175,000;;3;40.687466;-73.988288;11201;2;43;3001070;3001880014;DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
2014;33;Public Schools;;P.S.31 Upgrade OLD Computers;Short project description: Upgrade antiquated computer lab with Apple computers, notebook cart, Promethean Activboard, and printers.;75 Meserole Ave;;0;160,000;;3;40.726587;-73.95427;11222;1;561;3065299;3025950001;Greenpoint                                                                 
2014;33;Public Schools;;P.S.110 Letäó»s get smarter with SMARTboards;Equip all classrooms with interactive SMARTboard technology to support curricula and prepare its 375 students for the 21st century.;124 Monitor St;;0;140,000;;3;40.723897;-73.942312;11222;1;591;3067144;3026880042;Greenpoint                                                                 
2014;38;Community and Housing;;A Community Room at Sunset Park Library;There is a need for a room where the community can hold meetings. Space would be open to the public to reserve for events.;Sunset Park Library, 5108 4th Ave;;1;60,000;;3;;;; ;;;;
2014;38;Community and Housing;;Charging Tables for Laptop Users at Sunset Park Library;More people are dependent on using personal laptops and other electronic devices to get work done in the library. These tables will increase capacity.;Sunset Park Library, 5108 4th Ave;;0;120,000;;3;;;; ;;;;
2014;38;Community and Housing;;Red Hook Library Community Garden;The new garden will be located at 7 Wolcott Street and will enrich the community with culture and provide space for the community.;Red Hook Library, 7 Wolcott Street;;1;85,000;;3;;;; ;;;;
2014;38;Community and Housing;;Upgrade of Basketball Court in Red Hook;The basketball courts in Red Hook are crucial to the community. This upgrade will keep children busy and driven with exercise.;Basketball Court at 70/80 Bush Street;;0;300,000;;3;;;; ;;;;
2014;38;Education;;Access to the Future: Technology for Local Schools;Improving access to technology for four neighborhood schools that serve diverse communities: PS 15, PS 24, PS 503, and MS 821.;PS 15 (71 Sullivan Street), PS 24 (427 38th Street) , PS 503 (330 59th Street), and MS 821 (4004 4th Avenue).;;1;675,000;;3;;;; ;;;;
2014;38;Education;;Air Conditioning Wiring for PS10 and PS15;Cooling systems for two neighborhood schools. Improving conditions in hottest classrooms (PS 10) and use of auditorium (PS 15).;PS 10 (511 7th Avenue) and PS 15 (71 Sullivan Street).;;1;400,000;;3;;;; ;;;;
2014;38;Education;;A Place to Dance: Dance Studio for MS 88;Construction of a dance studio in one of the larger classrooms. Includes hardwood dance floors, mirrors and ballet bars.;MS 88 (544 7th Avenue);;0;150,000;;3;;;; ;;;;
2014;38;Education;;Greening our Playground: PS 1 Playground Upgrade;Includes new play structures, benches, mosaic artwork along wall and creation of rain garden to collect rainwater from playground.;PS 1 (309 47th Street);;0;650,000;;3;;;; ;;;;
2014;38;Education;;New Greenhouse for PS 24;The greenhouse would enable year long access for children to experience how to grow and care for plants at PS 24.;PS 24 (427 38th Street);;0;500,000;;3;;;; ;;;;
2014;38;Education;;New Greenhouse for PS 503;The greenhouse would enable year long access for children to experience how to grow and care for plants at PS 503;PS 503 (330 59th Street);;0;500,000;;3;;;; ;;;;
2014;38;Education;;Playground Upgrade for PS 24;Students need a space during recess hours. The playground floor needs to be repaired and play structure upgraded.;PS 24 (427 38th Street);;0;400,000;;3;;;; ;;;;
2014;38;Education;;Upgrade for Hundred Year Old Bathrooms at PS 172;PS 172 just celebrated their 100th birthday. This upgrade will include new stalls and fixtures for bathrooms throughout the school.;PS 172 (825 4th Avenue);;0;250,000;;3;;;; ;;;;
2014;38;Parks and Environment;;Bioswales- Stormwater Greenstreet for Red Hook;Greenstreet model for under the BQE would include canopy trees, flowering plants, perennials, and shrubs to collect storm water.;Mill Street under the BQE- Brooklyn-Queens Expressway;;0;900,000;;3;;;; ;;;;
2014;38;Parks and Environment;;Bioswales- Stormwater Greenstreet for Sunset Park;Greenstreet model for Sunset Park would include canopy trees, flowering plants, perennials, and shrubs to collect storm water.;39th Street between 2nd Avenue and 3rd Avenue on the North Side of 39th Street;;0;900,000;;3;;;; ;;;;
2014;38;Parks and Environment;;New Equipment for Red Hook Fitness Park;Fitness area to promote exercising and building strength to fight obesity and aging muscles for Red Hook, includes new equipment.;Red Hook Park on Halleck Street between Clinton and Columbia Street.;;0;500,000;;3;;;; ;;;;
2014;38;Streets, Safety and Transportation;;NYPD Surveillance Cameras in Sunset Park;Installment of cameras along 6th, 7th and 8th avenue between 42nd and 62nd street would provide extra security to the community.;Along 6th, 7th and 8th avenue between 42nd and 62nd street.;;1;600,000;;3;;;; ;;;;
2014;38;Streets, Safety and Transportation;;Pedestrian Safety: Sidewalk Extensions;Increase the depth of the sidewalk portion of crosswalks at known dangerous intersections where fatal accidents have occurred.;The northwest and southeast corners of 5th Avenue at 53rd, 55th, and 60th Street.;;0;800,000;;3;;;; ;;;;
2014;38;Streets, Safety and Transportation;;Street Improvements and Resurfacing of Roads in CB7;The streets in our community are a mess making it dangerous for drivers and pedestrians. This would be to potentially resurface 7th Avenue.;Along 7th Avenue in Community Board 7;;1;350,000;;3;;;; ;;;;
2014;39;Parks;;Repair & Repave Ennis Playground Basketball Court;Repair and repave the cracked and unusable basketball court at Ennis Playground as a first step toward a renovated park;;;0;250,000;;3;;;; ;;;;
2014;39;Parks;;Repair and Improve Three Pathways in Prospect Park;Repair and resurface pathways that flood and are covered in mud: Endale Arch, East side of Lake, and Villa parking lot ;;;1;215,000;;3;;;; ;;;;
2014;39;Streets;;39th Council District Security and Safety Project;Install security cameras in each of the District's four police precincts, especially near Prospect Park ;;;0;200,000;;3;;;; ;;;;
2014;39;Streets;;Pedestrian Safety on McDonald Ave at Ft Hamilton;Expanded sidewalks will shorten crossing distances, reduce speeding, and improve safety for pedestrians;;;1;300,000;;3;;;; ;;;;
2014;39;Streets;;Street Safety Improvements on 4th Ave, 8-18th Sts;Improve safety, reduce speeds, and green 4th Ave between 8-18th Streets with raised medians, plantings, benches and more;;;1;300,000;;3;;;; ;;;;
2014;39;Transit;;12 Electronic äóìBus Locationäó Signs at B67/69 Stops;Install electronic signs at busy stops that tell riders the location and arrival time of their bus ;;;0;240,000;;3;;;; ;;;;
2014;39;Culture & Community Facilities;;Media Van for Community Film and Filmmakers;A media van so Rooftop Films can strengthen community and school partnerships and show over 50 public screenings per year;;;0;45,000;;3;;;; ;;;;
2014;39;Education;;Outdoor Plaza at John Jay Educational Campus;Beautify 5-school building's exterior with benches and plantings, making sidewalk more welcoming for the whole community ;;;1;150,000;;3;;;; ;;;;
2014;39;Education;;Secure the Future: Laptops at PS 130, 230 & 321;Enable tech access across diverse communities: laptop carts for 3rd-5th graders at PS 130, 321 & PS 230's ELL adult program ;;;1;195,000;;3;;;; ;;;;
2014;39;Education;;Tech Buzzing: Smartboards for PS 29 and 131;24 smartboards across these two schools will improve tech access and move classrooms into the 21st century;;;0;140,000;;3;;;; ;;;;
2014;39;Environment;;Industrial Shredder for Community Compost Project;"Serious shredder and shred to enhance Gowanus composting center; will process food scraps, leaves, trees, lunch trays ";;;1;105,000;;3;;;; ;;;;
2014;39;Environment;;Raising the (Green) Roof @ Windsor Terrace Library;The green roof will reduce energy use, limit stormwater runoff, improve air quality, and wildlife habitat & beautify;;;1;250,000;;3;;;; ;;;;
2014;39;Environment;;Solar Panels on Firehouse Heat Water, Save Energy;Captures clean solar energy to meet hot water needs of firefighters and make firehouse more resilient to extreme weather;;;0;140,000;;3;;;; ;;;;
2014;44;Street, Sidewalk, and Transportation;;Overhead Warning Lights (Midwood);Flashing warning lights along the overpass of the MTA B\Q line;East 15th street and East 16th street;;0;200,000;;3;;;; ;;;;
2014;44;Street, Sidewalk, and Transportation;;Resurface the worst streets in Borough Park;Street resurfacing in Borough Park;TBD;;1;300,000;;3;;;; ;;;;
2014;44;Street, Sidewalk, and Transportation;;Resurface the worst streets in Bensonhurst;Street resurfacing in Bensonhurst;TBD;;1;300,000;;3;;;; ;;;;
2014;44;Street, Sidewalk, and Transportation;;Resurfacing the worst streets in Midwood;Street resurfacing in Midwood;TBD;;1;300,000;;3;;;; ;;;;
2014;44;Parks and Recreation;;Install new benches and fountains in Kolbert Park (Midwood);Installation of new benches and fountains;East 17th;;0;150,000;;3;;;; ;;;;
2014;44;Parks and Recreation;;Install new benches and fountains in Colonel Marcus Park (Midwood);Installation of new benches and fountains;Avenue P;;0;150,000;;3;;;; ;;;;
2014;44;Parks and Recreation;;Install new benches and fountains in Seth Low Park;This project would include the installation of benches and fountains;Bay Parkway;;0;150,000;;3;;;; ;;;;
2014;44;Parks and Recreation;;Install new benches and fountains in Gravesend Park (Borough Park);Installation of new benches and water fountains;18th Avenue;;0;150,000;;3;;;; ;;;;
2014;44;Environmental Protection;;Beautify the blocks of Borough Park;Beautify the blocks of Boro Park by adding 100 new trees in front of homes, business and parks;;;1;170,000;;3;;;; ;;;;
2014;44;Environmental Protection;;Beautify the blocks of Bensonhurst;Beautify the blocks of Bensonhurst by planting 50 new trees in front of homes, businesses and parks;;;0;85,000;;3;;;; ;;;;
2014;44;Libraries;;Technology Upgrades at Brooklyn Public Library branches of Midwood, Mapleton, and Ryder;New Computers and Technology upgrades at Brooklyn Public Library branches of Midwood(Avenue J), Mapleton(60th St), and Ryder(23rd Ave.);Midwood Branch(975 E 16th St), Mapleton Branch( 1702 60th St), and Ryder(5902 23rd Ave);;1;200,000;;3;;;; ;;;;
2014;44;Education;;Electrical Upgrade at P.S. 99 (Midwood);Upgrade the schooläó»s electrical system so it can support adequate lighting and necessary new technologies;1120 E. 10th St Brooklyn, NY 11230;;0;400,000;;3;40.621565;-73.965595;11230;12;454;3171478;3065350011;Ocean Parkway South                                                        
2014;44;Education;;Rewiring at P.S.134 (Midwood);Rewire the schooläó»s electrical system to support air conditioning on the third floor.;4001 18th Ave;;0;200,000;;3;40.63228;-73.973898;11218;14;480;3127692;3054160048;Flatbush                                                                   
2014;45;Education;;Greenhouse Garden Outdoor Classroom;Expand our studentsäó» skills in green infrastructure and urban ecology. Provide paid internships and establish a farmers market.;Kurt Hahn Expeditionary Learning School at Tilden Campus äóñ 5800 Tilden Avenue;;0;500,000;;3;;;; ;;;;
2014;45;Education;;East Flatbush First Culinary Rooftop Farm;Develop curriculum in culinary arts, urban agriculture, health & nutrition, and sustainability. Provide career paths for our community. ($50K is to fund the engineering feasibility study, which is the first phase of this $1.5M project.);Cultural Academy for the Arts and Science on Tilden Campus äóñ 5800 Tilden Avenue;;0;50,000;;3;;;; ;;;;
2014;45;Public Schools;;Keep Schools Cool;Install AC system in student cafeteria. Ensure comfort for students during lunch to help them replenish and re-focus for classes.;P.S. 208 äóñ 4801 Avenue D;;1;225,000;;3;;;; ;;;;
2014;45;Public Schools;;Public Announcement System for Students;Replace defunct PA equipment with a new system, which is crucial for communication and safety, especially in times of emergencies.;P.S. 208 äóñ 4801 Avenue D;;1;500,000;;3;;;; ;;;;
2014;45;Seniors;;Computer Technology for Seniors;Upgrade computer equipment in senior centers äóî improving computer literacy and helping them stay connected with family and friends.;Glenwood Senior Center äóñ 5701 Avenue H;;1;36,000;;3;;;; ;;;;
2014;45;Public Safety;;Public Safety Camera Project;Install security cameras in crime impacted areas. Deter potential criminals and enhance public safety for neighbors and friends.;"East 46th Street and Glenwood Road; Farragut Road between East 57th and East 58th Streets; East 29th Street between Foster Avenue and Farragut Road, Nostrand Avenue and Winthrop Street; Newkirk and Nostrand Avenues; East 29th Street between Farragut Road and Foster Avenue.";;1;400,000;;3;;;; ;;;;
2017;3;Parks & Recreation;1;New Park in Hell's Kitchen;Funds will go towards transforming an empty lot into a new public park for the people of Hell's Kitchen. ;10th Avenue between 48th and 49th Streets;1,405;1;200,000;;1;40.763774;-73.992552;; ;;;;
2017;3;Education;3;P.S. 111 Air Conditioning for the Library;Project will provide air conditioning for the library, which is used as a summer school site for hundreds of students.;440 West 53rd Street;1,323;1;150,000;;1;40.765800;-73.989501;10019;4;133;1026740;1010620003;Clinton                                                                    
2017;3;Transit;2;Real Time Rider Information at Bus Stops;Electronic boards to display bus arrival times at five key bus stops. Locations subject to DOT feasibility analysis.;District Wide;1,358;1;125,000;;1;40.745606;-73.99814;; ;;;;
2017;3;Parks & Recreation;11;Basketball Court Renovations at Chelsea Park;This project would repave the basketball court and install new rims. ;West 27th Street and 10th Avenue;868;0;575,000;;1;40.750132;-74.001227;; ;;;;
2017;3;Parks & Recreation;12;Bleecker Street Playground Renovation;Funds will repair/replace all safety surface, roofs on play equipment, new trees, replant green space and more!;Hudson St., Bleecker St. and West 11 St.;854;0;450,000;;1;40.736494;-74.005556;; ;;;;
2017;3;Education;5;Filtered Water Fountains at Lab & Museum Schools;12 new water fountains with water filtration systems and environmentally-friendly bottle filling stations.;333 West 17th Street;1,019;0;144,000;;1;40.742563;-74.002321;10011;4;83;1079152;1007410010;Hudson Yards-Chelsea-Flatiron-Union Square                                 
2017;3;Housing;4;Grounds Renovation at NYCHA Elliott-Chelsea Houses;New playground fencing, renovate walkways, and revitalize garden areas designed with Elliott-Chelsea House residents.;Elliott-Chelsea Houses;1,295;1;500,000;;1;40.742635;-74.004693;; ;;;;
2017;3;Streets;7;Historic Street Lighting for Greenwich Village;Funds will replace old street lighting with historic lamp posts on 7th Avenue South between Christopher and Bleecker St.;Greenwich Village Historic District;952;0;176,000;;1;40.733811;-74.002673;; ;;;;
2017;6;Education;4;Schoolyard Renovation at P.S. 84;Renovation of the playground, converting the asphalt to synthetic turf at P.S. 84 Schoolyard, the Sol Bloom Playground;Sol Bloom Playground, P.S. 84 32 W. 92nd St.;1,304;1;450,000;;1;40.789469;-73.968369;; ;;;;
2017;3;Arts, Culture & Community Facilities;9;Hudson Park Library Accessible Bathrooms;This project will provide ADA accessibility to toilet facilities in the Hudson Park Library.;66 Leroy Street;922;0;300,000;;1;40.730049;-74.005352;10014;2;67;1009760;1005820018;West Village                                                               
2017;3;Youth;14;Humanities Educational Complex Bathroom Renovation;This project will repair a fifth grade bathroom and a library bathroom which serves six schools in the building.;351 West 18th Street;705;0;300,000;;1;40.743374;-74.00251;10011;4;89;1013096;1007420007;Hudson Yards-Chelsea-Flatiron-Union Square                                 
2017;3;Parks & Recreation;15;Jefferson Market Garden Upgrades;Replace chain-linked fence to match existing iron fence that surrounds the garden and new shed to house garden tools.;Greenwich Avenue and 10th Street;674;0;175,000;;1;40.734371;-73.999634;; ;;;;
2017;3;Education;8;New Electrical Outlets at P.S. 3;Upgrade electrical panel and two new quad outlets for 40 rooms, which would minimize overloading of the current outlets.;490 Hudson Street;950;0;150,000;;1;40.732638;-74.005917;10014;2;73;1009872;1005850041;West Village                                                               
2017;3;Parks & Recreation;6;Renovation of Penn South Playground;Funds will go towards the renovation of Penn South Playground. Project would be designed with residents of Penn South.;West 26th Street between 8th and 9th Avenues;1,013;0;300,000;;1;40.747629;-73.998703;; ;;;;
2017;3;Education;13;Tech Upgrade at High School of Fashion Industries;Funds will be used to purchase additional computers and printers to support student learning. ;225 West 24th Street;827;0;60,000;;1;40.745623;-73.996201;10011;4;91;1014174;1007740019;Hudson Yards-Chelsea-Flatiron-Union Square                                 
2017;3;Youth;10;Toddler Sprinkler Resurface at Fulton Houses;Project will excavate and resurface toddler sprinkler area so children can safely play in it.;Fulton Houses;890;0;500,000;;1;40.742601;-74.004667;; ;;;;
2017;5;Education;1;P.S. 183 Green Science and STEM Lab Classroom;Hydroponic laboratory for a classroom to improve STEM curriculum and enhance green initiatives for the community.;419 East 66th Street;1,514;1;600,000;;1;40.763754;-73.95773;10065;8;116;1045569;1014610007;Lenox Hill-Roosevelt Island                                                
2017;5;Education;2;P.S. 198/77 Playground Renovation;Provide resurfacing and equipment for play area servicing two public elementary schools and remove diseased tree.;1700 Third Avenue;1,139;1;500,000;;1;40.785009;-73.949951;10128;8;15,801;1048492;1015240023;Upper East Side-Carnegie Hill                                              
2017;5;Transit;3;Bus Clocks for Northbound M15 and M31;Add northbound bus clocks to M15 & M31 in District 5 to display wait for next bus (adds to bus clocks funded in 2014).;First and York Avenues;911;0;350,000;;1;40.779013;-73.94767;; ;;;;
2017;5;Education;6;Eleanor Roosevelt H.S. Auditorium Renovation;Extend stage, fix sound and lighting system, replace seats and floor to improve view, capacity, and support athletics.;411 East 76th Street;629;0;750,000;;1;40.770254;-73.953171;10021;8;132;1045949;1014710005;Lenox Hill-Roosevelt Island                                                
2017;5;Parks & Recreation;4;Irrigate the Esplanade;Irrigation for the East River Esplanade from 90th to 96th Streets to water trees and vegetation.;East River Esplanade;813;0;1,000,000;;1;40.781037;-73.943929;; ;;;;
2017;5;Education;9;JREC Auditorium Renovation;Julia Richman Education Complex auditorium renovation.;317 East 67th Street;358;0;750,000;;1;40.765375;-73.959775;10065;8;118;1083343;1014420001;Lenox Hill-Roosevelt Island                                                
2017;5;Housing;11;Lexington Houses Layered Access;Add key fob electronic entry system for lobbies of Lexington Houses.;Lexington Ave. between E. 98th & 99th Streets;232;0;500,000;;1;40.787473;-73.949392;; ;;;;
2017;5;Housing;7;Lexington Houses West Playground Renovation;New equipment for west playground.;Lexington Ave. between E. 98th & 99th Streets;584;0;500,000;;1;40.787473;-73.949392;; ;;;;
2017;5;Education;5;P.S. 77 Music Room Renovation;Soundproof room with new flooring to limit disturbing adjacent instruction. Add instrument storage and replace sink.;1700 Third Avenue;645;0;500,000;;1;40.785009;-73.949951;10128;8;15,801;1048492;1015240023;Upper East Side-Carnegie Hill                                              
2017;5;Housing;8;Security Cameras for Holmes Towers;Add new security cameras for increased safety for residents of Holmes Towers.;East 93rd Street & First Avenue;515;0;500,000;;1;40.781203;-73.945228;; ;;;;
2017;5;Housing;10;Stanley Isaacs Layered Access;Add key fob electronic entry system for lobbies of Stanley Isaacs.;East 93rd Street & First Avenue;265;0;500,000;;1;40.781203;-73.945228;; ;;;;
2017;6;Education;2;Air Conditioning for P.S. 9 and Center School Gym;Installation of a split system air conditioning system in the gymnasium shared by P.S. 9 and the Center School;P.S. 9 and Center School, 100 W. 84th St.;1,398;1;400,000;;1;40.784999;-73.973711;; ;;;;
2017;6;Education;1;Library Upgrade for P.S. 166;Upgrades to the library at P.S. 166, including work to englarge the library and creation of a new reading space;P.S. 166, 132 W. 89th St.;1,761;1;295,000;;1;40.788882;-73.972404;; ;;;;
2017;6;Education;3;Technology Upgrades at Frank McCourt High School;Technology upgrades including 11 new SmartBoards and a 30 computer laptop cart for use at Frank McCourt High School;Frank McCourt High School, 145 W. 84th St.;1,310;1;125,000;;1;40.786119;-73.974466;; ;;;;
2017;6;Parks & Recreation;6;Basketball Court Renovations at Wise Towers;Resurfacing and repairs to the existing basketball court (New York City Housing Authority);Wise Towers, 141 W. 90th St.;935;0;175,000;;1;40.790203;-73.971714;; ;;;;
2017;6;Parks & Recreation;5;Beautification and Renovation of Broadway Malls;Upgrades to one of the the Broadway Mall Islands, including upgraded seating and a greening package with plantings;Broadway Mall Island to be chosen by Parks;1,069;0;350,000;;1;40.780666;-73.981369;; ;;;;
2017;6;Arts, Culture & Community Facilities;7;Digital Project System for Performing Arts Library;Purchase of a new, modern digital projection system for the New York Public Library for the Performing Arts;NYPL Performing Arts, 40 Lincoln Center Plaza;875;0;250,000;;1;40.773152;-73.984904;; ;;;;
2017;6;Arts, Culture & Community Facilities;11;Renovations at Lincoln Square Neighborhood Center;Renovations to the entrance of the LSNC, including installation of new automatic doors (New York City Housing Authority);Lincoln Square N'hood Center, 250 W. 65th St.;699;0;500,000;;1;40.774873;-73.987176;; ;;;;
2017;6;Parks & Recreation;8;Upgrades to 72nd Street Dog Run;Upgrades to the 72nd Street Dog Run with the installation of permanent water stations;Riverside Park Dog Run on 72nd Street;779;0;150,000;;1;40.781283;-73.986588;; ;;;;
2017;6;Public Safety;10;Van for 24th Precinct Auxiliary;Purchase of a van for use by the 24th Precinct Auxiliary volunteers;24th Precinct, 151 W. 100th St.;740;0;60,000;;1;40.796493;-73.967155;; ;;;;
2017;6;Education;9;Video Surveillance System for P.S. 75 and M.S. 250;Installation of a video surveillance system to be used by the school security staff at P.S. 75 and M.S. 250;P.S. 75 and M.S. 250, 735 West End Avenue;743;0;400,000;;1;40.795206;-73.973918;; ;;;;
2017;7;Housing;4;Douglass Housing Exterior Lighting & Grounds Work;Provide brighter lighting of pathways and public ground areas. Renovation of the basketball courts and recreation areas.;Amsterdam Ave between 100th and 104th Streets;717;1;500,000;;1;40.798293;-73.967545;; ;;;;
2017;7;Education;2;Essential Restoration Of Four School Restrooms;Restrooms service more than 1,440 people in 4 schools at the Terrence Tolbert Educational Building Complex.;625 West 133rd Street;781;1;300,000;;1;40.819827;-73.956677;10027;9;22,302;1059942;1020010005;Manhattanville                                                             
2017;7;Parks & Recreation;1;P.S.125 Courtyard / Playground Upgrade;Install turf play surface on the eastern portion of the playground. Repair fencing and replace existing water fountain.;425 West 123rd Street;854;1;500,000;;1;40.810755;-73.956179;10027;9;20,901;1059526;1019640012;Morningside Heights                                                        
2017;7;Seniors;8;Add Security Cameras at St. Mary's Nursing Home;The installation of security cameras around the exterior and within the interior of St. Mary's Nursing Home.;516 West 125th Street;557;0;500,000;;1;40.814036;-73.956837;10027;9;211;;;Morningside Heights                                                        
2017;7;Transit;6;Bus Countdown Clocks on Amsterdam Avenue;Installation of bus Countdown Clock kiosks on Amsterdam Avenue.;Amsterdam Ave Between 116th and 157th Streets;645;0;100,000;;1;40.821027;-73.950551;; ;;;;
2017;7;Housing;9;Grant Housing Ground and Pavement Repair;Grounds and pavement within and surrounding the housing complex, including but not limited to newly developed curb cuts.;3170 Broadway, Amsterdam Ave (125th-La Salle);542;0;500,000;;1;40.814670;-73.958315;; ;;;;
